timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1613610000,0,272.42,269.52,,,1020,94,10000,0.99,161,,,0.0,,
1613610900,0,272.42,269.52,,,1020,94,10000,0.99,161,,,0.0,,
1613611800,0,272.42,269.52,,,1020,94,10000,0.99,161,,,0.0,,
1613612700,0,272.42,269.52,,,1020,94,10000,0.99,161,,,0.0,,
1613613600,0,273.58,270.59,,,1021,93,10000,1.32,141,,,0.0,,
1613614500,0,273.58,270.59,,,1021,93,10000,1.32,141,,,0.0,,
1613615400,0,273.58,270.59,,,1021,93,10000,1.32,141,,,0.0,,
1613616300,0,273.58,270.59,,,1021,93,10000,1.32,141,,,0.0,,
1613617200,21,274.12,271.07,,,1022,92,10000,1.49,137,,,0.0,,
1613618100,21,274.12,271.07,,,1022,92,10000,1.49,137,,,0.0,,
1613619000,21,274.12,271.07,,,1022,92,10000,1.49,137,,,0.0,,
1613619900,21,274.12,271.07,,,1022,92,10000,1.49,137,,,0.0,,
1613620800,43,274.36,271.09,,,1023,91,10000,1.81,135,,,0.0,,
1613621700,43,274.36,271.09,,,1023,91,10000,1.81,135,,,0.0,,
1613622600,43,274.36,271.09,,,1023,91,10000,1.81,135,,,0.0,,
1613623500,43,274.36,271.09,,,1023,91,10000,1.81,135,,,0.0,,
1613624400,57,274.19,270.89,,,1022,91,10000,1.83,133,,,0.0,,
1613625300,57,274.19,270.89,,,1022,91,10000,1.83,133,,,0.0,,
1613626200,57,274.19,270.89,,,1022,91,10000,1.83,133,,,0.0,,
1613627100,57,274.19,270.89,,,1022,91,10000,1.83,133,,,0.0,,
1613628000,64,274.06,270.72,,,1022,91,10000,1.85,129,,,0.0,,
1613628900,64,274.06,270.72,,,1022,91,10000,1.85,129,,,0.0,,
1613629800,64,274.06,270.72,,,1022,91,10000,1.85,129,,,0.0,,
1613630700,64,274.06,270.72,,,1022,91,10000,1.85,129,,,0.0,,
1613631600,100,274.26,270.84,,,1022,89,10000,1.94,131,,,0.0,,
1613632500,100,274.26,270.84,,,1022,89,10000,1.94,131,,,0.0,,
1613633400,100,274.26,270.84,,,1022,89,10000,1.94,131,,,0.0,,
1613634300,100,274.26,270.84,,,1022,89,10000,1.94,131,,,0.0,,
1613635200,97,275.74,272.38,,,1021,81,10000,1.89,129,,,0.0,,
1613636100,97,275.74,272.38,,,1021,81,10000,1.89,129,,,0.0,,
1613637000,97,275.74,272.38,,,1021,81,10000,1.89,129,,,0.0,,
1613637900,97,275.74,272.38,,,1021,81,10000,1.89,129,,,0.0,,
1613638800,96,277.74,274.5,,,1021,70,10000,1.71,126,,,0.0,,
1613639700,96,277.74,274.5,,,1021,70,10000,1.71,126,,,0.0,,
1613640600,96,277.74,274.5,,,1021,70,10000,1.71,126,,,0.0,,
1613641500,96,277.74,274.5,,,1021,70,10000,1.71,126,,,0.0,,
1613642400,92,279.68,276.64,,,1020,61,10000,1.42,134,,,0.0,,
1613643300,92,279.68,276.64,,,1020,61,10000,1.42,134,,,0.0,,
1613644200,92,279.68,276.64,,,1020,61,10000,1.42,134,,,0.0,,
1613645100,92,279.68,276.64,,,1020,61,10000,1.42,134,,,0.0,,
1613646000,91,281.34,278.46,,,1019,55,10000,1.21,143,,,0.0,,
1613646900,91,281.34,278.46,,,1019,55,10000,1.21,143,,,0.0,,
1613647800,91,281.34,278.46,,,1019,55,10000,1.21,143,,,0.0,,
1613648700,91,281.34,278.46,,,1019,55,10000,1.21,143,,,0.0,,
1613649600,91,282.57,279.72,,,1019,50,10000,1.13,155,,,0.0,,
1613650500,91,282.57,279.72,,,1019,50,10000,1.13,155,,,0.0,,
1613651400,91,282.57,279.72,,,1019,50,10000,1.13,155,,,0.0,,
1613652300,91,282.57,279.72,,,1019,50,10000,1.13,155,,,0.0,,
1613653200,61,283.21,280.08,,,1018,48,10000,1.54,147,,,0.0,,
1613654100,61,283.21,280.08,,,1018,48,10000,1.54,147,,,0.0,,
1613655000,61,283.21,280.08,,,1018,48,10000,1.54,147,,,0.0,,
1613655900,61,283.21,280.08,,,1018,48,10000,1.54,147,,,0.0,,
1613656800,79,282.92,279.81,,,1018,50,10000,1.57,147,,,0.0,,
1613657700,79,282.92,279.81,,,1018,50,10000,1.57,147,,,0.0,,
1613658600,79,282.92,279.81,,,1018,50,10000,1.57,147,,,0.0,,
