timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1614549600,0,272.01,268.12,,,1031,87,10000,2.14,80,,,0,,
1614550500,0,272.01,268.12,,,1031,87,10000,2.14,80,,,0,,
1614551400,0,272.01,268.12,,,1031,87,10000,2.14,80,,,0,,
1614552300,0,272.01,268.12,,,1031,87,10000,2.14,80,,,0,,
1614553200,0,272.74,269.08,,,1032,90,10000,2.03,79,,,0,,
1614554100,0,272.74,269.08,,,1032,90,10000,2.03,79,,,0,,
1614555000,0,272.74,269.08,,,1032,90,10000,2.03,79,,,0,,
1614555900,0,272.74,269.08,,,1032,90,10000,2.03,79,,,0,,
1614556800,0,273.02,269.53,,,1033,92,10000,1.9,79,,,0,,
1614557700,0,273.02,269.53,,,1033,92,10000,1.9,79,,,0,,
1614558600,0,273.02,269.53,,,1033,92,10000,1.9,79,,,0,,
1614559500,0,273.02,269.53,,,1033,92,10000,1.9,79,,,0,,
1614560400,0,273.09,269.58,,,1034,95,10000,2.02,78,,,0,,
1614561300,0,273.09,269.58,,,1034,95,10000,2.02,78,,,0,,
1614562200,0,273.09,269.58,,,1034,95,10000,2.02,78,,,0,,
1614563100,0,273.09,269.58,,,1034,95,10000,2.02,78,,,0,,
1614564000,0,273.01,269.42,,,1033,95,10000,2.12,84,,,0,,
1614564900,0,273.01,269.42,,,1033,95,10000,2.12,84,,,0,,
1614565800,0,273.01,269.42,,,1033,95,10000,2.12,84,,,0,,
1614566700,0,273.01,269.42,,,1033,95,10000,2.12,84,,,0,,
1614567600,0,272.89,269.36,,,1033,95,10000,2.01,91,,,0,,
1614568500,0,272.89,269.36,,,1033,95,10000,2.01,91,,,0,,
1614569400,0,272.89,269.36,,,1033,95,10000,2.01,91,,,0,,
1614570300,0,272.89,269.36,,,1033,95,10000,2.01,91,,,0,,
1614571200,0,272.8,269.3,,,1034,96,10000,1.98,89,,,0,,
1614572100,0,272.8,269.3,,,1034,96,10000,1.98,89,,,0,,
1614573000,0,272.8,269.3,,,1034,96,10000,1.98,89,,,0,,
1614573900,0,272.8,269.3,,,1034,96,10000,1.98,89,,,0,,
1614574800,0,272.72,269.31,,,1034,96,10000,1.84,84,,,0,,
1614575700,0,272.72,269.31,,,1034,96,10000,1.84,84,,,0,,
1614576600,0,272.72,269.31,,,1034,96,10000,1.84,84,,,0,,
1614577500,0,272.72,269.31,,,1034,96,10000,1.84,84,,,0,,
1614578400,0,272.63,269.11,,,1034,96,10000,1.98,77,,,0,,
1614579300,0,272.63,269.11,,,1034,96,10000,1.98,77,,,0,,
1614580200,0,272.63,269.11,,,1034,96,10000,1.98,77,,,0,,
1614581100,0,272.63,269.11,,,1034,96,10000,1.98,77,,,0,,
1614582000,0,273.69,270.06,,,1034,91,10000,2.19,86,,,0,,
1614582900,0,273.69,270.06,,,1034,91,10000,2.19,86,,,0,,
1614583800,0,273.69,270.06,,,1034,91,10000,2.19,86,,,0,,
1614584700,0,273.69,270.06,,,1034,91,10000,2.19,86,,,0,,
1614585600,0,275.74,271.73,,,1033,79,10000,2.75,89,,,0,,
1614586500,0,275.74,271.73,,,1033,79,10000,2.75,89,,,0,,
1614587400,0,275.74,271.73,,,1033,79,10000,2.75,89,,,0,,
1614588300,0,275.74,271.73,,,1033,79,10000,2.75,89,,,0,,
1614589200,0,277.75,273.37,,,1032,69,10000,3.3,88,,,0,,
1614590100,0,277.75,273.37,,,1032,69,10000,3.3,88,,,0,,
1614591000,0,277.75,273.37,,,1032,69,10000,3.3,88,,,0,,
1614591900,0,277.75,273.37,,,1032,69,10000,3.3,88,,,0,,
1614592800,0,279.6,274.84,,,1032,61,10000,3.85,86,,,0,,
1614593700,0,279.6,274.84,,,1032,61,10000,3.85,86,,,0,,
1614594600,0,279.6,274.84,,,1032,61,10000,3.85,86,,,0,,
1614595500,0,279.6,274.84,,,1032,61,10000,3.85,86,,,0,,
1614596400,0,281.06,276.07,,,1031,55,10000,4.18,85,,,0,,
1614597300,0,281.06,276.07,,,1031,55,10000,4.18,85,,,0,,
1614598200,0,281.06,276.07,,,1031,55,10000,4.18,85,,,0,,
1614599100,0,281.06,276.07,,,1031,55,10000,4.18,85,,,0,,
1614600000,0,282.12,276.99,,,1031,52,10000,4.42,84,,,0,,
1614600900,0,282.12,276.99,,,1031,52,10000,4.42,84,,,0,,
1614601800,0,282.12,276.99,,,1031,52,10000,4.42,84,,,0,,
1614602700,0,282.12,276.99,,,1031,52,10000,4.42,84,,,0,,
1614603600,0,282.7,277.4,,,1030,51,10000,4.72,82,,,0,,
1614604500,0,282.7,277.4,,,1030,51,10000,4.72,82,,,0,,
1614605400,0,282.7,277.4,,,1030,51,10000,4.72,82,,,0,,
1614606300,0,282.7,277.4,,,1030,51,10000,4.72,82,,,0,,
1614607200,0,282.85,277.56,,,1030,52,10000,4.79,83,,,0,,
1614608100,0,282.85,277.56,,,1030,52,10000,4.79,83,,,0,,
1614609000,0,282.85,277.56,,,1030,52,10000,4.79,83,,,0,,
1614609900,0,282.85,277.56,,,1030,52,10000,4.79,83,,,0,,
1614610800,0,282.36,277.32,,,1030,56,10000,4.55,84,,,0,,
1614611700,0,282.36,277.32,,,1030,56,10000,4.55,84,,,0,,
1614612600,0,282.36,277.32,,,1030,56,10000,4.55,84,,,0,,
