timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1613631600,100,272.48,268.97,,,1019,95,10000,1.9,135,,,0.0,,
1613632500,100,272.48,268.97,,,1019,95,10000,1.9,135,,,0.0,,
1613633400,100,272.48,268.97,,,1019,95,10000,1.9,135,,,0.0,,
1613634300,100,272.48,268.97,,,1019,95,10000,1.9,135,,,0.0,,
1613635200,100,274.13,270.79,,,1020,87,10000,1.74,132,,,0.0,,
1613636100,100,274.13,270.79,,,1020,87,10000,1.74,132,,,0.0,,
1613637000,100,274.13,270.79,,,1020,87,10000,1.74,132,,,0.0,,
1613637900,100,274.13,270.79,,,1020,87,10000,1.74,132,,,0.0,,
1613638800,99,276.65,273.51,,,1020,75,10000,1.54,130,,,0.0,,
1613639700,99,276.65,273.51,,,1020,75,10000,1.54,130,,,0.0,,
1613640600,99,276.65,273.51,,,1020,75,10000,1.54,130,,,0.0,,
1613641500,99,276.65,273.51,,,1020,75,10000,1.54,130,,,0.0,,
1613642400,97,279.22,276.09,,,1019,63,10000,1.55,136,,,0.0,,
1613643300,97,279.22,276.09,,,1019,63,10000,1.55,136,,,0.0,,
1613644200,97,279.22,276.09,,,1019,63,10000,1.55,136,,,0.0,,
1613645100,97,279.22,276.09,,,1019,63,10000,1.55,136,,,0.0,,
1613646000,97,281.32,278.22,,,1019,54,10000,1.47,153,,,0.0,,
1613646900,97,281.32,278.22,,,1019,54,10000,1.47,153,,,0.0,,
1613647800,97,281.32,278.22,,,1019,54,10000,1.47,153,,,0.0,,
1613648700,97,281.32,278.22,,,1019,54,10000,1.47,153,,,0.0,,
1613649600,97,282.19,278.91,,,1018,51,10000,1.73,150,,,0.0,,
1613650500,97,282.19,278.91,,,1018,51,10000,1.73,150,,,0.0,,
1613651400,97,282.19,278.91,,,1018,51,10000,1.73,150,,,0.0,,
1613652300,97,282.19,278.91,,,1018,51,10000,1.73,150,,,0.0,,
1613653200,100,282.59,279.44,,,1018,51,10000,1.63,156,,,0.0,,
1613654100,100,282.59,279.44,,,1018,51,10000,1.63,156,,,0.0,,
1613655000,100,282.59,279.44,,,1018,51,10000,1.63,156,,,0.0,,
1613655900,100,282.59,279.44,,,1018,51,10000,1.63,156,,,0.0,,
1613656800,100,282.71,279.45,,,1018,52,10000,1.86,150,,,0.0,,
1613657700,100,282.71,279.45,,,1018,52,10000,1.86,150,,,0.0,,
1613658600,100,282.71,279.45,,,1018,52,10000,1.86,150,,,0.0,,
1613659500,100,282.71,279.45,,,1018,52,10000,1.86,150,,,0.0,,
1613660400,100,282.22,279.12,,,1018,58,10000,1.86,147,,,0.0,,
1613661300,100,282.22,279.12,,,1018,58,10000,1.86,147,,,0.0,,
1613662200,100,282.22,279.12,,,1018,58,10000,1.86,147,,,0.0,,
1613663100,100,282.22,279.12,,,1018,58,10000,1.86,147,,,0.0,,
1613664000,100,281.05,277.81,,,1018,61,10000,1.98,136,,,0.0,,
1613664900,100,281.05,277.81,,,1018,61,10000,1.98,136,,,0.0,,
1613665800,100,281.05,277.81,,,1018,61,10000,1.98,136,,,0.0,,
1613666700,100,281.05,277.81,,,1018,61,10000,1.98,136,,,0.0,,
1613667600,100,280.29,276.92,,,1018,63,10000,2.1,146,,,0.0,,
1613668500,100,280.29,276.92,,,1018,63,10000,2.1,146,,,0.0,,
1613669400,100,280.29,276.92,,,1018,63,10000,2.1,146,,,0.0,,
1613670300,100,280.29,276.92,,,1018,63,10000,2.1,146,,,0.0,,
1613671200,100,279.87,276.41,,,1018,62,10000,2.1,158,,,0.0,,
1613672100,100,279.87,276.41,,,1018,62,10000,2.1,158,,,0.0,,
1613673000,100,279.87,276.41,,,1018,62,10000,2.1,158,,,0.0,,
1613673900,100,279.87,276.41,,,1018,62,10000,2.1,158,,,0.0,,
1613674800,100,279.63,275.67,,,1018,62,10000,2.77,158,,,0.0,,
1613675700,100,279.63,275.67,,,1018,62,10000,2.77,158,,,0.0,,
1613676600,100,279.63,275.67,,,1018,62,10000,2.77,158,,,0.0,,
1613677500,100,279.63,275.67,,,1018,62,10000,2.77,158,,,0.0,,
1613678400,100,279.15,275.26,,,1019,63,10000,2.62,166,,,0.0,,
1613679300,100,279.15,275.26,,,1019,63,10000,2.62,166,,,0.0,,
1613680200,100,279.15,275.26,,,1019,63,10000,2.62,166,,,0.0,,
1613681100,100,279.15,275.26,,,1019,63,10000,2.62,166,,,0.0,,
1613682000,100,278.76,274.68,,,1019,64,10000,2.86,167,,,0.0,,
1613682900,100,278.76,274.68,,,1019,64,10000,2.86,167,,,0.0,,
1613683800,100,278.76,274.68,,,1019,64,10000,2.86,167,,,0.0,,
1613684700,100,278.76,274.68,,,1019,64,10000,2.86,167,,,0.0,,
1613685600,100,278.4,274.22,,,1019,65,10000,2.98,169,,,0.0,,
1613686500,100,278.4,274.22,,,1019,65,10000,2.98,169,,,0.0,,
1613687400,100,278.4,274.22,,,1019,65,10000,2.98,169,,,0.0,,
1613688300,100,278.4,274.22,,,1019,65,10000,2.98,169,,,0.0,,
1613689200,99,278.42,274.29,,,1019,64,10000,2.86,185,,,0.0,,
1613690100,99,278.42,274.29,,,1019,64,10000,2.86,185,,,0.0,,
1613691000,99,278.42,274.29,,,1019,64,10000,2.86,185,,,0.0,,
1613691900,99,278.42,274.29,,,1019,64,10000,2.86,185,,,0.0,,
1613692800,99,278.35,273.56,,,1020,65,10000,3.84,267,,,0.0,,
1613693700,99,278.35,273.56,,,1020,65,10000,3.84,267,,,0.0,,
1613694600,99,278.35,273.56,,,1020,65,10000,3.84,267,,,0.0,,
1613695500,99,278.35,273.56,,,1020,65,10000,3.84,267,,,0.0,,
1613696400,100,278.36,273.97,,,1020,67,10000,3.35,254,,,0.0,,
1613697300,100,278.36,273.97,,,1020,67,10000,3.35,254,,,0.0,,
1613698200,100,278.36,273.97,,,1020,67,10000,3.35,254,,,0.0,,
1613699100,100,278.36,273.97,,,1020,67,10000,3.35,254,,,0.0,,
1613700000,100,278.44,274.01,,,1020,69,10000,3.5,250,,,0.0,,
1613700900,100,278.44,274.01,,,1020,69,10000,3.5,250,,,0.0,,
1613701800,100,278.44,274.01,,,1020,69,10000,3.5,250,,,0.0,,
1613702700,100,278.44,274.01,,,1020,69,10000,3.5,250,,,0.0,,
1613703600,100,278.17,274.09,,,1021,72,10000,3.07,237,,,0.0,,
1613704500,100,278.17,274.09,,,1021,72,10000,3.07,237,,,0.0,,
1613705400,100,278.17,274.09,,,1021,72,10000,3.07,237,,,0.0,,
1613706300,100,278.17,274.09,,,1021,72,10000,3.07,237,,,0.0,,
1613707200,100,277.98,274.28,,,1021,75,10000,2.61,226,,,0.0,,
1613708100,100,277.98,274.28,,,1021,75,10000,2.61,226,,,0.0,,
1613709000,100,277.98,274.28,,,1021,75,10000,2.61,226,,,0.0,,
1613709900,100,277.98,274.28,,,1021,75,10000,2.61,226,,,0.0,,
1613710800,100,277.85,274.46,,,1021,76,10000,2.19,215,,,0.0,,
1613711700,100,277.85,274.46,,,1021,76,10000,2.19,215,,,0.0,,
1613712600,100,277.85,274.46,,,1021,76,10000,2.19,215,,,0.0,,
1613713500,100,277.85,274.46,,,1021,76,10000,2.19,215,,,0.0,,
1613714400,100,277.94,274.73,,,1021,76,10000,1.95,209,,,0.0,,
1613715300,100,277.94,274.73,,,1021,76,10000,1.95,209,,,0.0,,
1613716200,100,277.94,274.73,,,1021,76,10000,1.95,209,,,0.0,,
1613717100,100,277.94,274.73,,,1021,76,10000,1.95,209,,,0.0,,
1613718000,100,278.53,275.28,,,1022,75,10000,2.09,207,,,0.04,,
1613718900,100,278.53,275.28,,,1022,75,10000,2.09,207,,,0.04,,
1613719800,100,278.53,275.28,,,1022,75,10000,2.09,207,,,0.04,,
1613720700,100,278.53,275.28,,,1022,75,10000,2.09,207,,,0.04,,
1613721600,100,279.44,276.11,,,1022,73,10000,2.32,210,,,0.07,,
