timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1616396400,100,274.62,270.49,,,1018,86,4691,2.94,304,,,0.41,,
1616397300,100,274.62,270.49,,,1018,86,4691,2.94,304,,,0.41,,
1616398200,100,274.62,270.49,,,1018,86,4691,2.94,304,,,0.41,,
1616399100,100,274.62,270.49,,,1018,86,4691,2.94,304,,,0.41,,
1616400000,98,274.45,270.21,,,1019,87,9477,3.09,299,,,0.4,,
1616400900,98,274.45,270.21,,,1019,87,9477,3.09,299,,,0.4,,
1616401800,98,274.45,270.21,,,1019,87,9477,3.09,299,,,0.4,,
1616402700,98,274.45,270.21,,,1019,87,9477,3.09,299,,,0.4,,
1616403600,98,275.16,270.66,,,1020,80,7004,3.37,302,,,0.4,,
1616404500,98,275.16,270.66,,,1020,80,7004,3.37,302,,,0.4,,
1616405400,98,275.16,270.66,,,1020,80,7004,3.37,302,,,0.4,,
1616406300,98,275.16,270.66,,,1020,80,7004,3.37,302,,,0.4,,
1616407200,97,275.95,271.2,,,1021,73,7303,3.64,306,,,0.36,,
1616408100,97,275.95,271.2,,,1021,73,7303,3.64,306,,,0.36,,
1616409000,97,275.95,271.2,,,1021,73,7303,3.64,306,,,0.36,,
1616409900,97,275.95,271.2,,,1021,73,7303,3.64,306,,,0.36,,
1616410800,97,276.31,271.67,,,1021,72,8380,3.51,304,,,0.36,,
1616411700,97,276.31,271.67,,,1021,72,8380,3.51,304,,,0.36,,
1616412600,97,276.31,271.67,,,1021,72,8380,3.51,304,,,0.36,,
1616413500,97,276.31,271.67,,,1021,72,8380,3.51,304,,,0.36,,
1616414400,98,276.59,271.97,,,1021,70,9175,3.47,298,,,0.32,,
1616415300,98,276.59,271.97,,,1021,70,9175,3.47,298,,,0.32,,
1616416200,98,276.59,271.97,,,1021,70,9175,3.47,298,,,0.32,,
1616417100,98,276.59,271.97,,,1021,70,9175,3.47,298,,,0.32,,
1616418000,100,276.69,271.95,,,1021,70,9487,3.65,296,,,0.32,,
1616418900,100,276.69,271.95,,,1021,70,9487,3.65,296,,,0.32,,
1616419800,100,276.69,271.95,,,1021,70,9487,3.65,296,,,0.32,,
1616420700,100,276.69,271.95,,,1021,70,9487,3.65,296,,,0.32,,
1616421600,100,276.64,271.82,,,1021,71,10000,3.8,299,,,0.32,,
1616422500,100,276.64,271.82,,,1021,71,10000,3.8,299,,,0.32,,
1616423400,100,276.64,271.82,,,1021,71,10000,3.8,299,,,0.32,,
1616424300,100,276.64,271.82,,,1021,71,10000,3.8,299,,,0.32,,
1616425200,100,276.33,271.49,,,1021,73,10000,3.84,303,,,0.3,,
1616426100,100,276.33,271.49,,,1021,73,10000,3.84,303,,,0.3,,
1616427000,100,276.33,271.49,,,1021,73,10000,3.84,303,,,0.3,,
1616427900,100,276.33,271.49,,,1021,73,10000,3.84,303,,,0.3,,
1616428800,99,275.82,271.25,,,1022,76,10000,3.46,304,,,0.28,,
1616429700,99,275.82,271.25,,,1022,76,10000,3.46,304,,,0.28,,
1616430600,99,275.82,271.25,,,1022,76,10000,3.46,304,,,0.28,,
1616431500,99,275.82,271.25,,,1022,76,10000,3.46,304,,,0.28,,
1616432400,99,274.93,270.93,,,1023,80,10000,2.62,293,,,0.28,,
1616433300,99,274.93,270.93,,,1023,80,10000,2.62,293,,,0.28,,
