timestamp,cloud_cover,temp,temp_feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_dir,sunrise,sunset,pop,ghi,dhi
1615075200,12,269.81,266.34,,,1025,87,10000,1.2,83,,,0.0,,
1615076100,12,269.81,266.34,,,1025,87,10000,1.2,83,,,0.0,,
1615077000,12,269.81,266.34,,,1025,87,10000,1.2,83,,,0.0,,
1615077900,12,269.81,266.34,,,1025,87,10000,1.2,83,,,0.0,,
1615078800,36,270.44,267.17,,,1027,88,10000,1.03,79,,,0.0,,
1615079700,36,270.44,267.17,,,1027,88,10000,1.03,79,,,0.0,,
1615080600,36,270.44,267.17,,,1027,88,10000,1.03,79,,,0.0,,
1615081500,36,270.44,267.17,,,1027,88,10000,1.03,79,,,0.0,,
1615082400,43,270.7,267.43,,,1027,89,10000,1.09,75,,,0.0,,
1615083300,43,270.7,267.43,,,1027,89,10000,1.09,75,,,0.0,,
1615084200,43,270.7,267.43,,,1027,89,10000,1.09,75,,,0.0,,
1615085100,43,270.7,267.43,,,1027,89,10000,1.09,75,,,0.0,,
1615086000,39,270.77,267.35,,,1028,90,10000,1.35,84,,,0.0,,
1615086900,39,270.77,267.35,,,1028,90,10000,1.35,84,,,0.0,,
1615087800,39,270.77,267.35,,,1028,90,10000,1.35,84,,,0.0,,
1615088700,39,270.77,267.35,,,1028,90,10000,1.35,84,,,0.0,,
1615089600,31,270.76,267.36,,,1027,90,10000,1.31,91,,,0.0,,
1615090500,31,270.76,267.36,,,1027,90,10000,1.31,91,,,0.0,,
1615091400,31,270.76,267.36,,,1027,90,10000,1.31,91,,,0.0,,
1615092300,31,270.76,267.36,,,1027,90,10000,1.31,91,,,0.0,,
1615093200,25,270.76,267.37,,,1027,91,10000,1.33,108,,,0.0,,
1615094100,25,270.76,267.37,,,1027,91,10000,1.33,108,,,0.0,,
1615095000,25,270.76,267.37,,,1027,91,10000,1.33,108,,,0.0,,
1615095900,25,270.76,267.37,,,1027,91,10000,1.33,108,,,0.0,,
1615096800,21,270.91,267.58,,,1027,92,10000,1.29,131,,,0.0,,
1615097700,21,270.91,267.58,,,1027,92,10000,1.29,131,,,0.0,,
1615098600,21,270.91,267.58,,,1027,92,10000,1.29,131,,,0.0,,
1615099500,21,270.91,267.58,,,1027,92,10000,1.29,131,,,0.0,,
1615100400,1,272.69,269.78,,,1026,90,10000,0.95,161,,,0.0,,
1615101300,1,272.69,269.78,,,1026,90,10000,0.95,161,,,0.0,,
1615102200,1,272.69,269.78,,,1026,90,10000,0.95,161,,,0.0,,
1615103100,1,272.69,269.78,,,1026,90,10000,0.95,161,,,0.0,,
1615104000,4,275.24,272.28,,,1025,77,10000,1.09,196,,,0.0,,
1615104900,4,275.24,272.28,,,1025,77,10000,1.09,196,,,0.0,,
1615105800,4,275.24,272.28,,,1025,77,10000,1.09,196,,,0.0,,
1615106700,4,275.24,272.28,,,1025,77,10000,1.09,196,,,0.0,,
1615107600,19,277.49,274.48,,,1024,66,10000,1.17,233,,,0.0,,
1615108500,19,277.49,274.48,,,1024,66,10000,1.17,233,,,0.0,,
1615109400,19,277.49,274.48,,,1024,66,10000,1.17,233,,,0.0,,
1615110300,19,277.49,274.48,,,1024,66,10000,1.17,233,,,0.0,,
1615111200,24,279.45,276.33,,,1023,59,10000,1.4,259,,,0.0,,
1615112100,24,279.45,276.33,,,1023,59,10000,1.4,259,,,0.0,,
1615113000,24,279.45,276.33,,,1023,59,10000,1.4,259,,,0.0,,
1615113900,24,279.45,276.33,,,1023,59,10000,1.4,259,,,0.0,,
1615114800,20,280.75,277.19,,,1023,55,10000,2.07,279,,,0.0,,
1615115700,20,280.75,277.19,,,1023,55,10000,2.07,279,,,0.0,,
1615116600,20,280.75,277.19,,,1023,55,10000,2.07,279,,,0.0,,
1615117500,20,280.75,277.19,,,1023,55,10000,2.07,279,,,0.0,,
1615118400,16,281.73,277.98,,,1022,53,10000,2.43,290,,,0.0,,
1615119300,16,281.73,277.98,,,1022,53,10000,2.43,290,,,0.0,,
1615120200,16,281.73,277.98,,,1022,53,10000,2.43,290,,,0.0,,
1615121100,16,281.73,277.98,,,1022,53,10000,2.43,290,,,0.0,,
1615122000,25,282.1,278.06,,,1020,53,10000,2.91,297,,,0.1,,
1615122900,25,282.1,278.06,,,1020,53,10000,2.91,297,,,0.1,,
1615123800,25,282.1,278.06,,,1020,53,10000,2.91,297,,,0.1,,
