timestamp,availability,distance_driven
1613343600,1.0,0.0
1613344500,1.0,0.0
1613345400,1.0,0.0
1613346300,1.0,0.0
1613347200,1.0,0.0
1613348100,1.0,0.0
1613349000,1.0,0.0
1613349900,1.0,0.0
1613350800,1.0,0.0
1613351700,1.0,0.0
1613352600,1.0,0.0
1613353500,1.0,0.0
1613354400,1.0,0.0
1613355300,1.0,0.0
1613356200,1.0,0.0
1613357100,1.0,0.0
1613358000,1.0,0.0
1613358900,1.0,0.0
1613359800,1.0,0.0
1613360700,1.0,0.0
1613361600,1.0,0.0
1613362500,1.0,0.0
1613363400,1.0,0.0
1613364300,1.0,0.0
1613365200,1.0,0.0
1613366100,1.0,0.0
1613367000,1.0,0.0
1613367900,1.0,0.0
1613368800,1.0,0.0
1613369700,1.0,0.0
1613370600,1.0,0.0
1613371500,1.0,0.0
1613372400,1.0,0.0
1613373300,1.0,0.0
1613374200,0.0,0.0
1613375100,0.0,0.0
1613376000,0.0,0.0
1613376900,0.0,0.0
1613377800,0.0,0.0
1613378700,0.0,0.0
1613379600,0.0,0.0
1613380500,0.0,0.0
1613381400,0.0,0.0
1613382300,0.0,0.0
1613383200,0.0,0.0
1613384100,0.0,0.0
1613385000,0.0,0.0
1613385900,0.0,0.0
1613386800,0.0,0.0
1613387700,1.0,10.0
1613388600,1.0,0.0
1613389500,0.0,0.0
1613390400,0.0,0.0
1613391300,0.0,0.0
1613392200,0.0,0.0
1613393100,0.0,0.0
1613394000,0.0,0.0
1613394900,0.0,0.0
1613395800,0.0,0.0
1613396700,0.0,0.0
1613397600,0.0,0.0
1613398500,0.0,0.0
1613399400,0.0,0.0
1613400300,1.0,10.0
1613401200,1.0,0.0
1613402100,1.0,0.0
1613403000,1.0,0.0
1613403900,1.0,0.0
1613404800,1.0,0.0
1613405700,1.0,0.0
1613406600,1.0,0.0
1613407500,1.0,0.0
1613408400,1.0,0.0
1613409300,1.0,0.0
1613410200,1.0,0.0
1613411100,1.0,0.0
1613412000,1.0,0.0
1613412900,1.0,0.0
1613413800,1.0,0.0
1613414700,1.0,0.0
1613415600,1.0,0.0
1613416500,1.0,0.0
1613417400,1.0,0.0
1613418300,1.0,0.0
1613419200,1.0,0.0
1613420100,1.0,0.0
1613421000,1.0,0.0
1613421900,1.0,0.0
1613422800,1.0,0.0
1613423700,1.0,0.0
1613424600,1.0,0.0
1613425500,1.0,0.0
1613426400,1.0,0.0
1613427300,1.0,0.0
1613428200,1.0,0.0
1613429100,1.0,0.0
1613430000,1.0,0.0
1613430900,1.0,0.0
1613431800,1.0,0.0
1613432700,1.0,0.0
1613433600,1.0,0.0
1613434500,1.0,0.0
1613435400,1.0,0.0
1613436300,1.0,0.0
1613437200,1.0,0.0
1613438100,1.0,0.0
1613439000,1.0,0.0
1613439900,1.0,0.0
1613440800,1.0,0.0
1613441700,1.0,0.0
1613442600,1.0,0.0
1613443500,1.0,0.0
1613444400,1.0,0.0
1613445300,1.0,0.0
1613446200,1.0,0.0
1613447100,1.0,0.0
1613448000,1.0,0.0
1613448900,1.0,0.0
1613449800,1.0,0.0
1613450700,1.0,0.0
1613451600,1.0,0.0
1613452500,1.0,0.0
1613453400,1.0,0.0
1613454300,1.0,0.0
1613455200,1.0,0.0
1613456100,1.0,0.0
1613457000,1.0,0.0
1613457900,1.0,0.0
1613458800,1.0,0.0
1613459700,1.0,0.0
1613460600,0.0,0.0
1613461500,0.0,0.0
1613462400,0.0,0.0
1613463300,0.0,0.0
1613464200,0.0,0.0
1613465100,0.0,0.0
1613466000,0.0,0.0
1613466900,0.0,0.0
1613467800,0.0,0.0
1613468700,0.0,0.0
1613469600,0.0,0.0
1613470500,0.0,0.0
1613471400,0.0,0.0
1613472300,0.0,0.0
1613473200,0.0,0.0
1613474100,0.0,0.0
1613475000,0.0,0.0
1613475900,0.0,0.0
1613476800,0.0,0.0
1613477700,0.0,0.0
1613478600,0.0,0.0
1613479500,0.0,0.0
1613480400,0.0,0.0
1613481300,0.0,0.0
1613482200,0.0,0.0
1613483100,0.0,0.0
1613484000,0.0,0.0
1613484900,0.0,0.0
1613485800,0.0,0.0
1613486700,0.0,0.0
1613487600,0.0,0.0
1613488500,0.0,0.0
1613489400,0.0,0.0
1613490300,0.0,0.0
1613491200,0.0,0.0
1613492100,1.0,18.0
1613493000,0.0,0.0
1613493900,0.0,0.0
1613494800,0.0,0.0
1613495700,0.0,0.0
1613496600,0.0,0.0
1613497500,1.0,10.0
1613498400,1.0,0.0
1613499300,1.0,0.0
1613500200,1.0,0.0
1613501100,1.0,0.0
1613502000,1.0,0.0
1613502900,1.0,0.0
1613503800,1.0,0.0
1613504700,1.0,0.0
1613505600,1.0,0.0
1613506500,1.0,0.0
1613507400,1.0,0.0
1613508300,1.0,0.0
1613509200,1.0,0.0
1613510100,1.0,0.0
1613511000,1.0,0.0
1613511900,1.0,0.0
1613512800,1.0,0.0
1613513700,1.0,0.0
1613514600,1.0,0.0
1613515500,1.0,0.0
1613516400,1.0,0.0
1613517300,1.0,0.0
1613518200,1.0,0.0
1613519100,1.0,0.0
1613520000,1.0,0.0
1613520900,1.0,0.0
1613521800,1.0,0.0
1613522700,1.0,0.0
1613523600,1.0,0.0
1613524500,1.0,0.0
1613525400,1.0,0.0
1613526300,1.0,0.0
1613527200,1.0,0.0
1613528100,1.0,0.0
1613529000,1.0,0.0
1613529900,1.0,0.0
1613530800,1.0,0.0
1613531700,1.0,0.0
1613532600,1.0,0.0
1613533500,1.0,0.0
1613534400,1.0,0.0
1613535300,1.0,0.0
1613536200,1.0,0.0
1613537100,1.0,0.0
1613538000,1.0,0.0
1613538900,1.0,0.0
1613539800,1.0,0.0
1613540700,1.0,0.0
1613541600,1.0,0.0
1613542500,1.0,0.0
1613543400,1.0,0.0
1613544300,1.0,0.0
1613545200,1.0,0.0
1613546100,1.0,0.0
1613547000,0.0,0.0
1613547900,0.0,0.0
1613548800,0.0,0.0
1613549700,0.0,0.0
1613550600,0.0,0.0
1613551500,0.0,0.0
1613552400,0.0,0.0
1613553300,0.0,0.0
1613554200,0.0,0.0
1613555100,0.0,0.0
1613556000,0.0,0.0
1613556900,0.0,0.0
1613557800,0.0,0.0
1613558700,0.0,0.0
1613559600,0.0,0.0
1613560500,0.0,0.0
1613561400,0.0,0.0
1613562300,0.0,0.0
1613563200,0.0,0.0
1613564100,0.0,0.0
1613565000,0.0,0.0
1613565900,0.0,0.0
1613566800,0.0,0.0
1613567700,0.0,0.0
1613568600,0.0,0.0
1613569500,0.0,0.0
1613570400,0.0,0.0
1613571300,0.0,0.0
1613572200,0.0,0.0
1613573100,1.0,10.0
1613574000,0.0,0.0
1613574900,0.0,0.0
1613575800,0.0,0.0
1613576700,0.0,0.0
1613577600,0.0,0.0
1613578500,0.0,0.0
1613579400,0.0,0.0
1613580300,0.0,0.0
1613581200,0.0,0.0
1613582100,0.0,0.0
1613583000,1.0,24.0
1613583900,1.0,0.0
1613584800,1.0,0.0
1613585700,1.0,0.0
1613586600,1.0,0.0
1613587500,1.0,0.0
1613588400,1.0,0.0
1613589300,1.0,0.0
1613590200,1.0,0.0
1613591100,1.0,0.0
1613592000,1.0,0.0
1613592900,1.0,0.0
1613593800,1.0,0.0
1613594700,1.0,0.0
1613595600,1.0,0.0
1613596500,1.0,0.0
1613597400,1.0,0.0
1613598300,1.0,0.0
1613599200,1.0,0.0
1613600100,1.0,0.0
1613601000,1.0,0.0
1613601900,1.0,0.0
1613602800,1.0,0.0
1613603700,1.0,0.0
1613604600,1.0,0.0
1613605500,1.0,0.0
1613606400,1.0,0.0
1613607300,1.0,0.0
1613608200,1.0,0.0
1613609100,1.0,0.0
1613610000,1.0,0.0
1613610900,1.0,0.0
1613611800,1.0,0.0
1613612700,1.0,0.0
1613613600,1.0,0.0
1613614500,1.0,0.0
1613615400,1.0,0.0
1613616300,1.0,0.0
1613617200,1.0,0.0
1613618100,1.0,0.0
1613619000,1.0,0.0
1613619900,1.0,0.0
1613620800,1.0,0.0
1613621700,1.0,0.0
1613622600,1.0,0.0
1613623500,1.0,0.0
1613624400,1.0,0.0
1613625300,1.0,0.0
1613626200,1.0,0.0
1613627100,1.0,0.0
1613628000,1.0,0.0
1613628900,1.0,0.0
1613629800,1.0,0.0
1613630700,1.0,0.0
1613631600,1.0,0.0
1613632500,1.0,0.0
1613633400,0.0,0.0
1613634300,0.0,0.0
1613635200,0.0,0.0
1613636100,0.0,0.0
1613637000,0.0,0.0
1613637900,0.0,0.0
1613638800,0.0,0.0
1613639700,0.0,0.0
1613640600,0.0,0.0
1613641500,0.0,0.0
1613642400,0.0,0.0
1613643300,0.0,0.0
1613644200,0.0,0.0
1613645100,0.0,0.0
1613646000,0.0,0.0
1613646900,0.0,0.0
1613647800,0.0,0.0
1613648700,0.0,0.0
1613649600,0.0,0.0
1613650500,0.0,0.0
1613651400,0.0,0.0
1613652300,0.0,0.0
1613653200,0.0,0.0
1613654100,0.0,0.0
1613655000,0.0,0.0
1613655900,0.0,0.0
1613656800,0.0,0.0
1613657700,0.0,0.0
1613658600,0.0,0.0
1613659500,1.0,10.0
1613660400,1.0,0.0
1613661300,1.0,0.0
1613662200,1.0,0.0
1613663100,1.0,0.0
1613664000,0.0,0.0
1613664900,1.0,10.0
1613665800,1.0,0.0
1613666700,1.0,0.0
1613667600,1.0,0.0
1613668500,1.0,0.0
1613669400,1.0,0.0
1613670300,1.0,0.0
1613671200,1.0,0.0
1613672100,0.0,0.0
1613673000,0.0,0.0
1613673900,0.0,0.0
1613674800,0.0,0.0
1613675700,0.0,0.0
1613676600,0.0,0.0
1613677500,1.0,10.0
1613678400,1.0,0.0
1613679300,1.0,0.0
1613680200,1.0,0.0
1613681100,1.0,0.0
1613682000,1.0,0.0
1613682900,1.0,0.0
1613683800,1.0,0.0
1613684700,1.0,0.0
1613685600,1.0,0.0
1613686500,1.0,0.0
1613687400,1.0,0.0
1613688300,1.0,0.0
1613689200,1.0,0.0
1613690100,1.0,0.0
1613691000,1.0,0.0
1613691900,1.0,0.0
1613692800,1.0,0.0
1613693700,1.0,0.0
1613694600,1.0,0.0
1613695500,1.0,0.0
1613696400,1.0,0.0
1613697300,1.0,0.0
1613698200,1.0,0.0
1613699100,1.0,0.0
1613700000,1.0,0.0
1613700900,1.0,0.0
1613701800,1.0,0.0
1613702700,1.0,0.0
1613703600,1.0,0.0
1613704500,1.0,0.0
1613705400,1.0,0.0
1613706300,1.0,0.0
1613707200,1.0,0.0
1613708100,1.0,0.0
1613709000,1.0,0.0
1613709900,1.0,0.0
1613710800,1.0,0.0
1613711700,1.0,0.0
1613712600,1.0,0.0
1613713500,1.0,0.0
1613714400,1.0,0.0
1613715300,1.0,0.0
1613716200,0.0,0.0
1613717100,0.0,0.0
1613718000,0.0,0.0
1613718900,0.0,0.0
1613719800,0.0,0.0
1613720700,0.0,0.0
1613721600,0.0,0.0
1613722500,0.0,0.0
1613723400,0.0,0.0
1613724300,0.0,0.0
1613725200,0.0,0.0
1613726100,0.0,0.0
1613727000,0.0,0.0
1613727900,0.0,0.0
1613728800,0.0,0.0
1613729700,0.0,0.0
1613730600,0.0,0.0
1613731500,0.0,0.0
1613732400,0.0,0.0
1613733300,0.0,0.0
1613734200,0.0,0.0
1613735100,0.0,0.0
1613736000,0.0,0.0
1613736900,0.0,0.0
1613737800,0.0,0.0
1613738700,0.0,0.0
1613739600,0.0,0.0
1613740500,0.0,0.0
1613741400,0.0,0.0
1613742300,0.0,0.0
1613743200,0.0,0.0
1613744100,0.0,0.0
1613745000,0.0,0.0
1613745900,0.0,0.0
1613746800,1.0,10.0
1613747700,1.0,0.0
1613748600,1.0,0.0
1613749500,1.0,0.0
1613750400,1.0,0.0
1613751300,1.0,0.0
1613752200,1.0,0.0
1613753100,1.0,0.0
1613754000,1.0,0.0
1613754900,1.0,0.0
1613755800,1.0,0.0
1613756700,1.0,0.0
1613757600,1.0,0.0
1613758500,1.0,0.0
1613759400,1.0,0.0
1613760300,1.0,0.0
1613761200,1.0,0.0
1613762100,1.0,0.0
1613763000,1.0,0.0
1613763900,1.0,0.0
1613764800,1.0,0.0
1613765700,1.0,0.0
1613766600,1.0,0.0
1613767500,1.0,0.0
1613768400,1.0,0.0
1613769300,1.0,0.0
1613770200,1.0,0.0
1613771100,1.0,0.0
1613772000,1.0,0.0
1613772900,1.0,0.0
1613773800,1.0,0.0
1613774700,1.0,0.0
1613775600,1.0,0.0
1613776500,1.0,0.0
1613777400,1.0,0.0
1613778300,1.0,0.0
1613779200,1.0,0.0
1613780100,1.0,0.0
1613781000,1.0,0.0
1613781900,1.0,0.0
1613782800,1.0,0.0
1613783700,1.0,0.0
1613784600,1.0,0.0
1613785500,1.0,0.0
1613786400,1.0,0.0
1613787300,1.0,0.0
1613788200,1.0,0.0
1613789100,1.0,0.0
1613790000,1.0,0.0
1613790900,1.0,0.0
1613791800,1.0,0.0
1613792700,1.0,0.0
1613793600,1.0,0.0
1613794500,1.0,0.0
1613795400,1.0,0.0
1613796300,1.0,0.0
1613797200,1.0,0.0
1613798100,1.0,0.0
1613799000,1.0,0.0
1613799900,1.0,0.0
1613800800,1.0,0.0
1613801700,1.0,0.0
1613802600,1.0,0.0
1613803500,1.0,0.0
1613804400,1.0,0.0
1613805300,1.0,0.0
1613806200,1.0,0.0
1613807100,1.0,0.0
1613808000,1.0,0.0
1613808900,1.0,0.0
1613809800,0.0,0.0
1613810700,0.0,0.0
1613811600,0.0,0.0
1613812500,1.0,10.0
1613813400,1.0,0.0
1613814300,1.0,0.0
1613815200,1.0,0.0
1613816100,1.0,0.0
1613817000,1.0,0.0
1613817900,1.0,0.0
1613818800,1.0,0.0
1613819700,1.0,0.0
1613820600,1.0,0.0
1613821500,1.0,0.0
1613822400,1.0,0.0
1613823300,1.0,0.0
1613824200,1.0,0.0
1613825100,1.0,0.0
1613826000,1.0,0.0
1613826900,1.0,0.0
1613827800,1.0,0.0
1613828700,1.0,0.0
1613829600,1.0,0.0
1613830500,1.0,0.0
1613831400,1.0,0.0
1613832300,1.0,0.0
1613833200,1.0,0.0
1613834100,1.0,0.0
1613835000,1.0,0.0
1613835900,1.0,0.0
1613836800,1.0,0.0
1613837700,1.0,0.0
1613838600,1.0,0.0
1613839500,1.0,0.0
1613840400,1.0,0.0
1613841300,1.0,0.0
1613842200,1.0,0.0
1613843100,1.0,0.0
1613844000,1.0,0.0
1613844900,1.0,0.0
1613845800,1.0,0.0
1613846700,1.0,0.0
1613847600,1.0,0.0
1613848500,1.0,0.0
1613849400,1.0,0.0
1613850300,1.0,0.0
1613851200,1.0,0.0
1613852100,1.0,0.0
1613853000,1.0,0.0
1613853900,1.0,0.0
1613854800,1.0,0.0
1613855700,1.0,0.0
1613856600,1.0,0.0
1613857500,1.0,0.0
1613858400,1.0,0.0
1613859300,1.0,0.0
1613860200,1.0,0.0
1613861100,1.0,0.0
1613862000,1.0,0.0
1613862900,1.0,0.0
1613863800,1.0,0.0
1613864700,1.0,0.0
1613865600,1.0,0.0
1613866500,1.0,0.0
1613867400,1.0,0.0
1613868300,1.0,0.0
1613869200,1.0,0.0
1613870100,1.0,0.0
1613871000,1.0,0.0
1613871900,1.0,0.0
1613872800,1.0,0.0
1613873700,1.0,0.0
1613874600,1.0,0.0
1613875500,1.0,0.0
1613876400,1.0,0.0
1613877300,1.0,0.0
1613878200,1.0,0.0
1613879100,1.0,0.0
1613880000,1.0,0.0
1613880900,1.0,0.0
1613881800,1.0,0.0
1613882700,1.0,0.0
1613883600,1.0,0.0
1613884500,1.0,0.0
1613885400,1.0,0.0
1613886300,1.0,0.0
1613887200,1.0,0.0
1613888100,1.0,0.0
1613889000,1.0,0.0
1613889900,1.0,0.0
1613890800,1.0,0.0
1613891700,1.0,0.0
1613892600,1.0,0.0
1613893500,1.0,0.0
1613894400,1.0,0.0
1613895300,1.0,0.0
1613896200,1.0,0.0
1613897100,1.0,0.0
1613898000,1.0,0.0
1613898900,0.0,0.0
1613899800,0.0,0.0
1613900700,0.0,0.0
1613901600,0.0,0.0
1613902500,0.0,0.0
1613903400,0.0,0.0
1613904300,1.0,10.0
1613905200,1.0,0.0
1613906100,1.0,0.0
1613907000,1.0,0.0
1613907900,1.0,0.0
1613908800,1.0,0.0
1613909700,1.0,0.0
1613910600,1.0,0.0
1613911500,1.0,0.0
1613912400,1.0,0.0
1613913300,1.0,0.0
1613914200,1.0,0.0
1613915100,1.0,0.0
1613916000,1.0,0.0
1613916900,1.0,0.0
1613917800,1.0,0.0
1613918700,1.0,0.0
1613919600,1.0,0.0
1613920500,1.0,0.0
1613921400,1.0,0.0
1613922300,1.0,0.0
1613923200,1.0,0.0
1613924100,1.0,0.0
1613925000,1.0,0.0
1613925900,1.0,0.0
1613926800,1.0,0.0
1613927700,1.0,0.0
1613928600,1.0,0.0
1613929500,1.0,0.0
1613930400,1.0,0.0
1613931300,1.0,0.0
1613932200,1.0,0.0
1613933100,1.0,0.0
1613934000,1.0,0.0
1613934900,1.0,0.0
1613935800,1.0,0.0
1613936700,1.0,0.0
1613937600,1.0,0.0
1613938500,1.0,0.0
1613939400,1.0,0.0
1613940300,1.0,0.0
1613941200,1.0,0.0
1613942100,1.0,0.0
1613943000,1.0,0.0
1613943900,1.0,0.0
1613944800,1.0,0.0
1613945700,1.0,0.0
1613946600,1.0,0.0
1613947500,1.0,0.0
1613948400,1.0,0.0
1613949300,1.0,0.0
1613950200,1.0,0.0
1613951100,1.0,0.0
1613952000,1.0,0.0
1613952900,1.0,0.0
1613953800,1.0,0.0
1613954700,1.0,0.0
1613955600,1.0,0.0
1613956500,1.0,0.0
1613957400,1.0,0.0
1613958300,1.0,0.0
1613959200,1.0,0.0
1613960100,1.0,0.0
1613961000,1.0,0.0
1613961900,1.0,0.0
1613962800,1.0,0.0
1613963700,1.0,0.0
1613964600,1.0,0.0
1613965500,1.0,0.0
1613966400,1.0,0.0
1613967300,1.0,0.0
1613968200,1.0,0.0
1613969100,1.0,0.0
1613970000,1.0,0.0
1613970900,1.0,0.0
1613971800,1.0,0.0
1613972700,1.0,0.0
1613973600,1.0,0.0
1613974500,1.0,0.0
1613975400,1.0,0.0
1613976300,1.0,0.0
1613977200,1.0,0.0
1613978100,1.0,0.0
1613979000,1.0,0.0
1613979900,1.0,0.0
1613980800,1.0,0.0
1613981700,1.0,0.0
1613982600,1.0,0.0
1613983500,1.0,0.0
1613984400,1.0,0.0
1613985300,1.0,0.0
1613986200,1.0,0.0
1613987100,1.0,0.0
1613988000,1.0,0.0
1613988900,1.0,0.0
1613989800,1.0,0.0
1613990700,1.0,0.0
1613991600,1.0,0.0
1613992500,1.0,0.0
1613993400,1.0,0.0
1613994300,1.0,0.0
1613995200,1.0,0.0
1613996100,1.0,0.0
1613997000,1.0,0.0
1613997900,1.0,0.0
1613998800,1.0,0.0
1613999700,1.0,0.0
1614000600,1.0,0.0
1614001500,1.0,0.0
1614002400,1.0,0.0
1614003300,1.0,0.0
1614004200,1.0,0.0
1614005100,1.0,0.0
1614006000,1.0,0.0
1614006900,1.0,0.0
1614007800,1.0,0.0
1614008700,1.0,0.0
1614009600,1.0,0.0
1614010500,1.0,0.0
1614011400,1.0,0.0
1614012300,1.0,0.0
1614013200,1.0,0.0
1614014100,1.0,0.0
1614015000,1.0,0.0
1614015900,1.0,0.0
1614016800,1.0,0.0
1614017700,1.0,0.0
1614018600,1.0,0.0
1614019500,1.0,0.0
1614020400,1.0,0.0
1614021300,1.0,0.0
1614022200,1.0,0.0
1614023100,1.0,0.0
1614024000,1.0,0.0
1614024900,1.0,0.0
1614025800,1.0,0.0
1614026700,1.0,0.0
1614027600,1.0,0.0
1614028500,1.0,0.0
1614029400,1.0,0.0
1614030300,1.0,0.0
1614031200,1.0,0.0
1614032100,1.0,0.0
1614033000,1.0,0.0
1614033900,1.0,0.0
1614034800,1.0,0.0
1614035700,1.0,0.0
1614036600,1.0,0.0
1614037500,1.0,0.0
1614038400,1.0,0.0
1614039300,1.0,0.0
1614040200,1.0,0.0
1614041100,1.0,0.0
1614042000,1.0,0.0
1614042900,1.0,0.0
1614043800,1.0,0.0
1614044700,1.0,0.0
1614045600,1.0,0.0
1614046500,1.0,0.0
1614047400,1.0,0.0
1614048300,1.0,0.0
1614049200,1.0,0.0
1614050100,1.0,0.0
1614051000,1.0,0.0
1614051900,1.0,0.0
1614052800,1.0,0.0
1614053700,1.0,0.0
1614054600,1.0,0.0
1614055500,1.0,0.0
1614056400,1.0,0.0
1614057300,1.0,0.0
1614058200,1.0,0.0
1614059100,1.0,0.0
1614060000,1.0,0.0
1614060900,1.0,0.0
1614061800,1.0,0.0
1614062700,1.0,0.0
1614063600,1.0,0.0
1614064500,1.0,0.0
1614065400,1.0,0.0
1614066300,1.0,0.0
1614067200,1.0,0.0
1614068100,1.0,0.0
1614069000,1.0,0.0
