timestamp,power,heat
1599480000,752,0
1599480900,737,16
1599481800,740,0
1599482700,707,0
1599483600,682,0
1599484500,750,0
1599485400,683,0
1599486300,676,0
1599487200,693,0
1599488100,701,0
1599489000,615,0
1599489900,528,0
1599490800,476,0
1599491700,370,0
1599492600,331,0
1599493500,303,0
1599494400,321,0
1599495300,333,0
1599496200,280,0
1599497100,305,0
1599498000,296,0
1599498900,295,0
1599499800,327,0
1599500700,298,0
1599501600,320,0
1599502500,318,0
1599503400,283,0
1599504300,307,0
1599505200,301,0
1599506100,302,0
1599507000,323,0
1599507900,301,0
1599508800,325,0
1599509700,312,0
1599510600,275,0
1599511500,303,0
1599512400,290,0
1599513300,300,0
1599514200,304,0
1599515100,300,0
1599516000,327,0
1599516900,270,0
1599517800,301,0
1599518700,273,0
1599519600,301,0
1599520500,291,0
1599521400,307,0
1599522300,301,0
1599523200,319,0
1599524100,285,0
1599525000,293,0
1599525900,292,0
1599526800,287,0
1599527700,320,0
1599528600,280,0
1599529500,328,0
1599530400,292,0
1599531300,302,0
1599532200,271,0
1599533100,300,0
1599534000,271,0
1599534900,317,0
1599535800,277,0
1599536700,322,0
1599537600,289,0
1599538500,297,0
1599539400,270,0
1599540300,297,0
1599541200,273,0
1599542100,310,0
1599543000,620,0
1599543900,415,0
1599544800,619,0
1599545700,587,0
1599546600,829,0
1599547500,693,0
1599548400,690,0
1599549300,897,0
1599550200,844,0
1599551100,800,0
1599552000,753,0
1599552900,754,0
1599553800,749,0
1599554700,746,0
1599555600,740,576
1599556500,784,6320
1599557400,768,6320
1599558300,744,6320
1599559200,902,5120
1599560100,711,4336
1599561000,698,4224
1599561900,708,3200
1599562800,719,400
1599563700,682,0
1599564600,703,0
1599565500,704,0
1599566400,745,0
1599567300,704,0
1599568200,610,0
1599569100,625,0
1599570000,630,0
1599570900,642,0
1599571800,633,0
1599572700,594,0
1599573600,586,0
1599574500,554,0
1599575400,558,0
1599576300,574,0
1599577200,419,0
1599578100,297,0
1599579000,313,0
1599579900,286,0
1599580800,326,0
1599581700,330,0
1599582600,347,0
1599583500,348,0
1599584400,300,0
1599585300,344,0
1599586200,390,0
1599587100,299,0
1599588000,331,0
1599588900,310,0
1599589800,314,0
1599590700,309,0
1599591600,290,0
1599592500,303,0
1599593400,310,0
1599594300,310,0
1599595200,335,0
1599596100,288,0
1599597000,304,0
1599597900,286,0
1599598800,295,0
1599599700,307,0
1599600600,292,0
1599601500,323,0
1599602400,297,0
1599603300,305,0
1599604200,273,0
1599605100,302,0
1599606000,275,0
1599606900,316,0
1599607800,279,0
1599608700,328,0
1599609600,300,0
1599610500,304,0
1599611400,278,0
1599612300,301,0
1599613200,279,0
1599614100,321,0
1599615000,282,0
1599615900,323,0
1599616800,294,0
1599617700,298,0
1599618600,276,0
1599619500,299,0
1599620400,273,0
1599621300,319,0
1599622200,277,0
1599623100,324,0
1599624000,288,0
1599624900,300,0
1599625800,274,0
1599626700,301,0
1599627600,273,0
1599628500,310,0
1599629400,338,0
1599630300,943,0
1599631200,819,0
1599632100,679,0
1599633000,1195,0
1599633900,865,0
1599634800,755,0
1599635700,674,0
1599636600,736,0
1599637500,678,0
1599638400,688,0
1599639300,648,0
1599640200,714,0
1599641100,661,0
1599642000,744,528
1599642900,822,6320
1599643800,789,6320
1599644700,743,6320
1599645600,761,5104
1599646500,681,4320
1599647400,707,2896
1599648300,726,144
1599649200,696,0
1599650100,701,0
1599651000,837,0
1599651900,742,0
1599652800,670,0
1599653700,752,0
1599654600,787,0
1599655500,807,0
1599656400,820,0
1599657300,834,0
1599658200,803,0
1599659100,870,0
1599660000,801,0
1599660900,795,0
1599661800,723,0
1599662700,727,0
1599663600,570,0
1599664500,460,0
1599665400,344,0
1599666300,275,0
1599667200,305,0
1599668100,298,0
1599669000,313,0
1599669900,319,0
1599670800,291,0
1599671700,300,0
1599672600,276,0
1599673500,302,0
1599674400,285,0
1599675300,326,0
1599676200,296,0
1599677100,310,0
1599678000,274,0
1599678900,311,0
1599679800,272,0
1599680700,312,0
1599681600,298,0
1599682500,321,0
1599683400,275,0
1599684300,300,0
1599685200,276,0
1599686100,299,0
1599687000,288,0
1599687900,324,0
1599688800,298,0
1599689700,303,0
1599690600,273,0
1599691500,302,0
1599692400,275,0
1599693300,320,0
1599694200,280,0
1599695100,322,0
1599696000,301,0
1599696900,294,0
1599697800,287,0
1599698700,288,0
1599699600,292,0
1599700500,307,0
1599701400,300,0
1599702300,306,0
