timestamp,power,heat
1599480000,63,0
1599480900,107,1264
1599481800,85,0
1599482700,78,0
1599483600,66,0
1599484500,62,0
1599485400,62,0
1599486300,73,0
1599487200,120,0
1599488100,192,0
1599489000,79,0
1599489900,66,0
1599490800,69,0
1599491700,73,0
1599492600,75,0
1599493500,95,0
1599494400,67,0
1599495300,67,0
1599496200,64,0
1599497100,65,0
1599498000,89,0
1599498900,86,0
1599499800,216,0
1599500700,292,0
1599501600,279,0
1599502500,406,0
1599503400,447,0
1599504300,443,0
1599505200,438,0
1599506100,427,0
1599507000,447,0
1599507900,430,0
1599508800,430,0
1599509700,417,0
1599510600,434,0
1599511500,270,0
1599512400,364,0
1599513300,478,0
1599514200,434,3344
1599515100,440,560
1599516000,436,576
1599516900,423,0
1599517800,411,0
1599518700,418,0
1599519600,419,0
1599520500,445,0
1599521400,469,0
1599522300,443,0
1599523200,439,0
1599524100,422,0
1599525000,413,0
1599525900,430,0
1599526800,422,0
1599527700,419,0
1599528600,419,0
1599529500,432,0
1599530400,416,0
1599531300,416,0
1599532200,413,0
1599533100,431,0
1599534000,426,0
1599534900,423,0
1599535800,446,0
1599536700,439,0
1599537600,351,0
1599538500,219,0
1599539400,208,0
1599540300,225,0
1599541200,199,0
1599542100,224,6320
1599543000,216,6320
1599543900,200,6320
1599544800,226,4800
1599545700,294,2144
1599546600,217,1184
1599547500,247,928
1599548400,225,752
1599549300,263,592
1599550200,237,480
1599551100,206,416
1599552000,108,304
1599552900,87,144
1599553800,76,32
1599554700,188,0
1599555600,114,0
1599556500,81,0
1599557400,111,0
1599558300,64,0
1599559200,89,0
1599560100,350,0
1599561000,149,0
1599561900,142,0
1599562800,264,0
1599563700,274,0
1599564600,345,0
1599565500,105,0
1599566400,100,0
1599567300,98,0
1599568200,455,0
1599569100,126,0
1599570000,66,0
1599570900,65,0
1599571800,63,0
1599572700,66,0
1599573600,83,0
1599574500,85,0
1599575400,68,0
1599576300,127,0
1599577200,67,0
1599578100,546,0
1599579000,607,0
1599579900,141,0
1599580800,149,0
1599581700,178,0
1599582600,133,0
1599583500,98,0
1599584400,75,0
1599585300,83,0
1599586200,77,0
1599587100,254,0
1599588000,305,0
1599588900,287,0
1599589800,340,0
1599590700,307,0
1599591600,325,0
1599592500,313,0
1599593400,324,0
1599594300,308,0
1599595200,311,0
1599596100,311,0
1599597000,280,0
1599597900,219,0
1599598800,439,0
1599599700,475,0
1599600600,447,0
1599601500,439,0
1599602400,423,0
1599603300,431,0
1599604200,422,0
1599605100,438,0
1599606000,413,0
1599606900,445,0
1599607800,425,0
1599608700,416,0
1599609600,424,0
1599610500,433,0
1599611400,428,0
1599612300,418,0
1599613200,415,0
1599614100,437,0
1599615000,436,0
1599615900,425,0
1599616800,428,0
1599617700,425,0
1599618600,427,0
1599619500,407,0
1599620400,415,0
1599621300,421,0
1599622200,425,0
1599623100,457,0
1599624000,362,0
1599624900,229,0
1599625800,217,0
1599626700,204,0
1599627600,207,0
1599628500,208,6320
1599629400,232,6320
1599630300,207,6320
1599631200,224,5168
1599632100,237,2736
1599633000,351,1408
1599633900,290,912
1599634800,220,720
1599635700,206,496
1599636600,222,400
1599637500,237,304
1599638400,206,96
1599639300,124,0
1599640200,87,0
1599641100,84,0
1599642000,70,0
1599642900,64,0
1599643800,57,0
1599644700,72,0
1599645600,82,0
1599646500,68,0
1599647400,83,0
1599648300,62,0
1599649200,61,0
1599650100,68,0
1599651000,66,0
1599651900,69,0
1599652800,75,0
1599653700,72,0
1599654600,90,0
1599655500,94,0
1599656400,65,0
1599657300,58,0
1599658200,66,0
1599659100,79,0
1599660000,69,0
1599660900,152,0
1599661800,68,0
1599662700,61,0
1599663600,65,0
1599664500,65,0
1599665400,68,0
1599666300,81,0
1599667200,77,0
1599668100,217,0
1599669000,434,0
1599669900,107,0
1599670800,66,0
1599671700,91,0
1599672600,298,0
1599673500,287,0
1599674400,324,0
1599675300,328,0
1599676200,302,0
1599677100,291,0
1599678000,319,0
1599678900,289,0
1599679800,287,0
1599680700,291,0
1599681600,392,0
1599682500,1131,0
1599683400,379,0
1599684300,308,0
1599685200,400,0
1599686100,518,0
1599687000,441,0
1599687900,441,0
1599688800,450,0
1599689700,432,0
1599690600,421,0
1599691500,424,0
1599692400,409,0
1599693300,413,0
1599694200,418,0
1599695100,414,0
1599696000,434,0
1599696900,412,0
1599697800,435,0
1599698700,428,0
1599699600,416,0
1599700500,405,0
1599701400,420,0
1599702300,429,0
1599703200,415,0
1599704100,415,0
1599705000,425,0
1599705900,408,0
1599706800,416,0
1599707700,422,0
1599708600,454,0
1599709500,460,0
1599710400,345,0
1599711300,220,0
1599712200,221,0
1599713100,200,0
1599714000,210,0
1599714900,215,0
1599715800,226,0
1599716700,195,0
1599717600,208,0
1599718500,236,0
1599719400,295,0
1599720300,208,0
1599721200,236,0
1599722100,222,0
1599723000,210,0
1599723900,197,0
1599724800,312,0
1599725700,452,0
1599726600,320,0
1599727500,296,0
1599728400,275,0
1599729300,260,0
1599730200,203,0
1599731100,229,0
1599732000,109,0
1599732900,289,0
1599733800,451,0
1599734700,328,0
1599735600,298,0
1599736500,121,0
1599737400,96,0
1599738300,105,0
1599739200,132,0
1599740100,139,0
1599741000,160,0
1599741900,142,0
1599742800,88,0
1599743700,121,0
1599744600,112,0
1599745500,110,0
1599746400,109,0
1599747300,170,0
1599748200,106,0
1599749100,123,0
1599750000,78,0
1599750900,71,0
1599751800,68,0
1599752700,66,0
1599753600,74,0
1599754500,94,0
1599755400,88,0
1599756300,70,0
1599757200,68,0
1599758100,92,0
1599759000,165,0
1599759900,274,0
1599760800,290,0
1599761700,310,0
1599762600,285,0
1599763500,305,0
1599764400,330,0
1599765300,332,0
1599766200,284,0
1599767100,322,0
1599768000,307,0
1599768900,298,0
1599769800,352,0
1599770700,1433,0
1599771600,732,0
1599772500,814,0
1599773400,503,0
1599774300,509,0
1599775200,472,0
1599776100,666,0
1599777000,651,0
1599777900,413,0
1599778800,420,0
1599779700,447,0
1599780600,441,0
1599781500,422,0
1599782400,412,0
1599783300,412,0
1599784200,415,0
1599785100,432,0
1599786000,422,0
1599786900,418,0
1599787800,428,0
1599788700,410,0
1599789600,440,0
1599790500,417,0
1599791400,431,0
1599792300,411,0
1599793200,418,0
1599794100,429,0
1599795000,436,0
1599795900,470,0
1599796800,344,0
1599797700,233,0
1599798600,219,0
1599799500,208,0
1599800400,210,0
1599801300,220,0
1599802200,190,0
1599803100,177,0
1599804000,104,0
1599804900,164,0
1599805800,69,0
1599806700,99,0
1599807600,86,0
1599808500,107,0
1599809400,134,0
1599810300,162,0
1599811200,135,0
1599812100,70,0
1599813000,67,0
1599813900,69,0
1599814800,96,0
1599815700,68,0
1599816600,67,0
1599817500,66,0
1599818400,62,0
1599819300,62,0
1599820200,76,0
1599821100,92,0
1599822000,75,0
1599822900,67,0
1599823800,58,0
1599824700,65,0
1599825600,66,0
1599826500,70,0
1599827400,81,0
1599828300,88,0
1599829200,81,0
1599830100,83,0
1599831000,66,0
1599831900,63,0
1599832800,61,0
1599833700,75,0
1599834600,93,0
1599835500,71,0
1599836400,68,0
1599837300,61,0
1599838200,65,0
1599839100,66,0
1599840000,73,0
1599840900,378,0
1599841800,291,0
1599842700,86,0
1599843600,100,0
1599844500,97,0
1599845400,105,0
1599846300,255,0
1599847200,296,0
1599848100,315,0
1599849000,403,0
1599849900,427,0
1599850800,429,0
1599851700,433,0
1599852600,432,0
1599853500,425,0
1599854400,445,0
1599855300,417,0
1599856200,410,0
1599857100,304,0
1599858000,472,0
1599858900,512,0
1599859800,471,0
1599860700,458,0
1599861600,449,0
1599862500,432,0
1599863400,417,0
1599864300,428,0
1599865200,431,0
1599866100,425,0
1599867000,416,0
1599867900,428,0
1599868800,413,0
1599869700,420,0
1599870600,415,0
1599871500,430,0
1599872400,418,0
1599873300,418,0
1599874200,415,0
1599875100,430,0
1599876000,406,0
1599876900,425,0
1599877800,435,0
1599878700,426,0
1599879600,412,0
1599880500,412,0
1599881400,440,0
1599882300,444,0
1599883200,349,0
1599884100,231,0
1599885000,223,0
1599885900,225,0
1599886800,211,0
1599887700,204,0
1599888600,229,0
1599889500,194,0
1599890400,207,0
1599891300,235,0
1599892200,225,0
1599893100,176,0
1599894000,70,0
1599894900,72,0
1599895800,76,0
1599896700,114,0
1599897600,81,0
1599898500,66,0
1599899400,99,0
1599900300,63,0
1599901200,59,0
1599902100,70,0
1599903000,94,0
1599903900,80,0
1599904800,62,0
1599905700,64,0
1599906600,360,0
1599907500,392,0
1599908400,410,0
1599909300,145,0
1599910200,86,0
1599911100,61,0
1599912000,918,0
1599912900,1332,0
1599913800,125,0
1599914700,157,0
1599915600,85,0
1599916500,150,0
1599917400,151,0
1599918300,161,0
1599919200,132,0
1599920100,195,0
1599921000,112,0
1599921900,114,0
1599922800,108,0
1599923700,111,0
1599924600,103,0
1599925500,98,0
1599926400,105,0
1599927300,116,0
1599928200,109,0
1599929100,123,0
1599930000,129,0
1599930900,114,0
1599931800,194,0
1599932700,365,0
1599933600,484,0
1599934500,460,0
1599935400,429,0
1599936300,426,0
1599937200,440,0
1599938100,431,0
1599939000,436,0
1599939900,451,0
1599940800,443,0
1599941700,427,0
1599942600,341,0
1599943500,392,0
1599944400,471,0
1599945300,550,0
1599946200,468,0
1599947100,463,0
1599948000,449,0
1599948900,423,0
1599949800,425,0
1599950700,432,0
1599951600,420,0
1599952500,410,0
1599953400,419,0
1599954300,431,0
1599955200,414,0
1599956100,424,0
1599957000,427,0
1599957900,420,0
1599958800,418,0
1599959700,477,0
1599960600,417,0
1599961500,432,0
1599962400,408,0
1599963300,435,0
1599964200,420,0
1599965100,441,0
1599966000,410,0
1599966900,408,0
1599967800,437,0
1599968700,443,0
1599969600,361,0
1599970500,248,0
1599971400,220,0
1599972300,216,0
1599973200,249,0
1599974100,226,0
1599975000,224,0
1599975900,225,0
1599976800,235,0
1599977700,215,0
1599978600,227,0
1599979500,189,0
1599980400,172,0
1599981300,81,0
1599982200,189,0
1599983100,172,0
1599984000,134,0
1599984900,114,0
1599985800,94,0
1599986700,116,0
1599987600,79,0
1599988500,82,0
1599989400,84,0
1599990300,102,0
1599991200,67,0
1599992100,73,0
1599993000,70,0
1599993900,63,0
1599994800,77,0
1599995700,89,0
1599996600,77,0
1599997500,69,0
1599998400,65,0
1599999300,64,0
1600000200,64,0
1600001100,56,0
1600002000,107,0
1600002900,106,0
1600003800,60,0
1600004700,65,0
1600005600,61,0
1600006500,60,0
1600007400,63,0
1600008300,69,0
1600009200,86,0
1600010100,81,0
1600011000,57,0
1600011900,64,0
1600012800,64,0
1600013700,63,0
1600014600,63,0
1600015500,66,0
1600016400,98,0
1600017300,73,0
1600018200,68,0
1600019100,96,0
1600020000,106,0
1600020900,135,0
1600021800,156,0
1600022700,506,0
1600023600,510,0
1600024500,433,0
1600025400,435,0
1600026300,434,0
1600027200,421,0
1600028100,430,0
1600029000,413,0
1600029900,390,0
1600030800,543,0
1600031700,560,0
1600032600,472,0
1600033500,453,0
1600034400,452,0
1600035300,428,0
1600036200,416,0
1600037100,433,0
1600038000,417,0
1600038900,409,0
1600039800,424,0
1600040700,413,0
1600041600,410,0
1600042500,429,0
1600043400,447,0
1600044300,471,0
1600045200,423,0
1600046100,418,0
1600047000,411,0
1600047900,409,0
1600048800,409,0
1600049700,414,0
1600050600,418,0
1600051500,470,0
1600052400,438,0
1600053300,419,0
1600054200,422,0
1600055100,443,0
1600056000,342,0
1600056900,213,0
1600057800,216,0
1600058700,228,0
1600059600,217,0
1600060500,202,0
1600061400,196,0
1600062300,204,0
1600063200,216,0
1600064100,218,0
1600065000,337,0
1600065900,301,0
1600066800,194,0
1600067700,306,0
1600068600,161,0
1600069500,166,0
1600070400,227,0
1600071300,156,0
1600072200,158,0
1600073100,159,0
1600074000,158,0
1600074900,158,0
1600075800,188,0
1600076700,238,0
1600077600,543,0
1600078500,382,0
1600079400,338,0
1600080300,495,0
1600081200,294,0
1600082100,282,0
1600083000,186,0
1600083900,1607,0
1600084800,1340,0
1600085700,252,0
1600086600,217,0
1600087500,145,0
1600088400,623,0
1600089300,191,0
1600090200,107,0
1600091100,164,0
1600092000,112,0
1600092900,374,0
1600093800,174,0
1600094700,101,0
1600095600,177,0
1600096500,200,0
1600097400,215,0
1600098300,222,0
1600099200,288,0
1600100100,441,0
1600101000,442,0
1600101900,927,0
1600102800,548,0
1600103700,521,0
1600104600,566,0
1600105500,369,0
1600106400,323,0
1600107300,361,0
1600108200,371,0
1600109100,337,0
1600110000,361,0
1600110900,346,0
1600111800,306,0
1600112700,377,0
1600113600,362,0
1600114500,322,0
1600115400,334,0
1600116300,320,0
1600117200,402,0
1600118100,249,0
1600119000,178,0
1600119900,184,0
1600120800,131,0
1600121700,134,0
1600122600,116,0
1600123500,101,0
1600124400,131,0
1600125300,106,0
1600126200,143,0
1600127100,127,0
1600128000,88,0
1600128900,153,0
1600129800,87,0
1600130700,148,0
1600131600,186,0
1600132500,93,0
1600133400,130,0
1600134300,104,0
1600135200,120,0
1600136100,127,0
1600137000,99,0
1600137900,132,0
1600138800,130,0
1600139700,111,0
1600140600,149,0
1600141500,149,0
1600142400,149,0
1600143300,147,0
1600144200,95,0
1600145100,145,0
1600146000,116,0
1600146900,117,0
1600147800,141,0
1600148700,93,0
1600149600,151,0
1600150500,179,0
1600151400,194,0
1600152300,256,0
1600153200,292,0
1600154100,422,0
1600155000,310,0
1600155900,334,0
1600156800,267,0
1600157700,343,0
1600158600,299,0
1600159500,302,0
1600160400,374,0
1600161300,801,0
1600162200,1483,0
1600163100,464,0
1600164000,365,0
1600164900,312,0
1600165800,271,0
1600166700,218,0
1600167600,208,0
1600168500,127,0
1600169400,181,0
1600170300,211,0
1600171200,149,0
1600172100,107,0
1600173000,86,0
1600173900,94,0
1600174800,100,0
1600175700,112,0
1600176600,153,0
1600177500,141,0
1600178400,88,0
1600179300,164,0
1600180200,118,0
1600181100,102,0
1600182000,96,0
1600182900,99,0
1600183800,65,0
1600184700,69,0
1600185600,67,0
1600186500,62,0
1600187400,70,0
1600188300,112,0
1600189200,160,0
1600190100,280,0
1600191000,304,0
1600191900,298,0
1600192800,294,0
1600193700,310,0
1600194600,302,0
1600195500,316,0
1600196400,307,0
1600197300,288,0
1600198200,329,0
1600199100,330,0
1600200000,286,0
1600200900,296,0
1600201800,284,0
1600202700,292,0
1600203600,226,0
1600204500,217,0
1600205400,98,0
1600206300,86,0
1600207200,133,0
1600208100,90,0
1600209000,84,0
1600209900,151,0
1600210800,72,0
1600211700,72,0
1600212600,139,0
1600213500,68,0
1600214400,81,0
1600215300,180,0
1600216200,96,0
1600217100,73,0
1600218000,132,0
1600218900,75,0
1600219800,85,0
1600220700,124,0
1600221600,91,0
1600222500,126,0
1600223400,122,0
1600224300,76,0
1600225200,104,0
1600226100,107,0
1600227000,104,0
1600227900,151,0
1600228800,113,0
1600229700,96,0
1600230600,149,0
1600231500,77,0
1600232400,91,0
1600233300,169,0
1600234200,86,0
1600235100,107,0
1600236000,254,0
1600236900,201,0
1600237800,84,0
1600238700,97,0
1600239600,94,0
1600240500,126,0
1600241400,125,0
1600242300,123,0
1600243200,144,0
1600244100,126,0
1600245000,140,0
1600245900,141,0
1600246800,470,0
1600247700,318,0
1600248600,256,0
1600249500,184,0
1600250400,97,0
1600251300,80,0
1600252200,90,0
1600253100,107,0
